"","X1","X1_1","year","region","department","department_name","origmun","origmun_name","gueratt","paratt","clashes","casualties","pop2018","lpop","cofint","oilprod88","coca94ind","coca94indxyear","lop","oilprod88xlop","linternalp","cofintxlinternalp","ltop3cof","rainfall","temperature","rxltop3cof","txltop3cof","year_2006","year_2007","year_2008","year_2009","year_2010","year_2011","year_2012","year_2013","year_2014","year_2015","year_2016","year_2017","year_2018","region_1","region_2","region_3","region_4","year_2006_region_1","year_2007_region_1","year_2008_region_1","year_2009_region_1","year_2010_region_1","year_2011_region_1","year_2012_region_1","year_2013_region_1","year_2014_region_1","year_2015_region_1","year_2016_region_1","year_2017_region_1","year_2018_region_1","year_2006_region_2","year_2007_region_2","year_2008_region_2","year_2009_region_2","year_2010_region_2","year_2011_region_2","year_2012_region_2","year_2013_region_2","year_2014_region_2","year_2015_region_2","year_2016_region_2","year_2017_region_2","year_2018_region_2","year_2006_region_3","year_2007_region_3","year_2008_region_3","year_2009_region_3","year_2010_region_3","year_2011_region_3","year_2012_region_3","year_2013_region_3","year_2014_region_3","year_2015_region_3","year_2016_region_3","year_2017_region_3","year_2018_region_3","year_2006_region_4","year_2007_region_4","year_2008_region_4","year_2009_region_4","year_2010_region_4","year_2011_region_4","year_2012_region_4","year_2013_region_4","year_2014_region_4","year_2015_region_4","year_2016_region_4","year_2017_region_4","year_2018_region_4"
"124",124,124,2008,1,26,"Norte de Santander department",54810,"Tibu",0,0,1,5,53586,4.72905134,0.189800005,0.052081004,0,0,5.443732457,0,5.693515371,1.080629248,4.409530249,1860,28.29999924,8201.726263,124.7897027,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",125,125,2008,1,28,"Quind<ed>o department",63302,"Genova",0,0,1,3,7516,3.875986771,5.125799656,0,0,0,5.443732457,0,5.693515371,29.18381913,4.409530249,2205,20.29999924,9723.014199,89.51346069,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",126,126,2008,1,6,"Antioquia department",68669,"San Andres",0,0,1,2,8683,3.938669801,0.500400007,0,0,0,5.443732457,0,5.693515371,2.84903513,4.409530249,1860,19.60000038,8201.726263,86.42679456,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,127,2008,1,31,"Tolima  department",73001,"Ibague",0,0,1,5,529635,5.723976677,0,0,0,0,5.443732457,0,5.693515371,0,4.409530249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",128,128,2008,1,31,"Tolima  department",73168,"Chaparral",0,0,2,25,50367,4.702146084,6.724299908,0,0,0,5.443732457,0,5.693515371,38.28490489,4.409530249,3170,24.29999924,13978.21089,107.1515817,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",129,129,2008,1,31,"Tolima  department",73226,"Cunday",1,0,0,2,8745,3.941759814,3.425800085,0,0,0,5.443732457,0,5.693515371,19.50484544,4.409530249,2360,26.70000076,10406.49139,117.734461,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",130,130,2008,1,31,"Tolima  department",73449,"Melgar",0,0,1,3,36536,4.562720999,1.122099996,0,0,0,5.443732457,0,5.693515371,6.388693573,4.409530249,1490,27.5,6570.200071,121.2620818,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",131,131,2008,1,31,"Tolima  department",73555,"Planadas",0,0,1,2,25764,4.41101329,6.865299702,0,0,0,5.443732457,0,5.693515371,39.08768938,4.409530249,2080,20.60000038,9171.822918,90.83632481,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",132,132,2008,1,32,"Valle del Cauca  department",76001,"Cali",1,0,0,4,2227642,6.347845397,0,0,0,0,5.443732457,0,5.693515371,0,4.409530249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,133,2008,1,32,"Valle del Cauca  department",76233,"Dagua",0,0,1,3,48443,4.68523103,2.061399937,0,0,0,5.443732457,0,5.693515371,11.73661223,4.409530249,4800,19,21165.7452,83.78107473,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,134,2008,1,32,"Valle del Cauca  department",76275,"Florida",0,0,1,1,57374,4.758715129,1.081099987,0,0,0,5.443732457,0,5.693515371,6.155259394,4.409530249,1286,23.20000076,5670.6559,102.3011051,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",135,135,2008,1,32,"Valle del Cauca  department",76520,"Palmira",0,0,1,4,349294,5.543191126,0,0,0,0,5.443732457,0,5.693515371,0,4.409530249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",136,136,2008,3,7,"Arauca department",81001,"Arauca",0,0,1,2,85585,4.932397655,0,1.626529098,0,0,5.443732457,0,5.693515371,0,4.409530249,1875,26.39999962,8267.869217,116.4115969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",137,137,2008,3,7,"Arauca department",81065,"Arauquita",0,0,3,10,49841,4.697586747,0,0.067787997,0,0,5.443732457,0,5.693515371,0,4.409530249,2220,26.39999962,9789.157153,116.4115969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",138,138,2008,3,7,"Arauca department",81300,"Fortul",0,0,1,9,18938,4.277334112,0,0,0,0,5.443732457,0,5.693515371,0,4.409530249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",139,139,2008,3,7,"Arauca department",81736,"Saravena",0,0,1,1,55554,4.744715334,0,0.003584,0,0,5.443732457,0,5.693515371,0,4.409530249,2250,26.20000076,9921.44306,115.5296959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",140,140,2008,3,7,"Arauca department",81794,"Tame",0,0,1,3,43932,4.642780975,0,0,0,0,5.443732457,0,5.693515371,0,4.409530249,2390,25.39999962,10538.7773,112.0020666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",141,141,2008,1,27,"Putumayo department",86568,"Puerto Asis",0,0,1,2,64867,4.812023813,0,0.008819,1,2008,5.443732457,10931.01477,5.693515371,0,4.409530249,3860,25.60000038,17020.78676,112.8839761,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",142,142,2008,3,21,"Guaviare department",95001,"San Jose del Guaviare",0,0,1,3,52815,4.722757284,0,0,1,2008,5.443732457,10931.01477,5.693515371,0,4.409530249,2390,26,10538.7773,114.6477865,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",143,143,2008,3,21,"Guaviare department",95025,"El Retorno",0,0,1,4,13653,4.13522809,0,0,1,2008,5.443732457,10931.01477,5.693515371,0,4.409530249,2390,26,10538.7773,114.6477865,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",144,144,2008,3,33,"Vichada department",99773,"Cumaribo",0,0,1,1,72691,4.861480643,0,0,0,0,5.443732457,0,5.693515371,0,4.409530249,1088,19.79999924,4797.568911,87.30869557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",145,145,2009,4,16,"Cauca department",5055,"Argelia",1,0,0,3,7689,3.885869861,1.745400071,0,0,0,5.254474782,0,5.818214311,10.15511167,4.441985534,2700,18.79999924,11993.36094,83.50932465,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"146",146,146,2009,1,6,"Antioquia department",5670,"San Roque",0,0,1,11,21519,4.332822086,1.078199983,0,0,0,5.254474782,0,5.818214311,6.273198569,4.441985534,2150,20.60000038,9550.268898,91.50490369,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,147,2009,1,9,"Bogot<e1> department",11001,"Bogota",1,0,2,5,7412566,6.869968573,0,0,0,0,5.254474782,0,5.818214311,0,4.441985534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",148,148,2009,3,21,"Guaviare department",13140,"Calamar",0,0,1,5,22474,4.351680377,0,0,0,0,5.254474782,0,5.818214311,0,4.441985534,1186,26.76666641,5268.194843,118.897145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,149,2009,2,10,"Bol<ed>var department",13688,"Santa Rosa del Sur",0,0,1,3,32646,4.513829976,0,0,0,0,5.254474782,0,5.818214311,0,4.441985534,2600,28.79999924,11549.16239,127.92918,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",150,150,2009,2,23,"La Guajira department",13873,"Villanueva",0,0,1,8,23777,4.376157058,0,0,0,0,5.254474782,0,5.818214311,0,4.441985534,810,26.60000038,3598.008282,118.1568169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,151,2009,1,11,"Boyac<e1> department",15223,"Cubara",0,0,1,3,10319,4.013637612,0,0,0,0,5.254474782,0,5.818214311,0,4.441985534,2920,25.10000038,12970.59776,111.4938386,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",152,152,2009,3,14,"Caquet<e1> department",18460,"Milan",0,0,1,3,9723,3.987800286,0,0,1,2009,5.254474782,10556.23984,5.818214311,0,4.441985534,4160,24.5,18478.65982,108.8286456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",153,153,2009,3,14,"Caquet<e1> department",18592,"Puerto Rico",0,0,1,2,26517,4.423524389,0,0,0,0,5.254474782,0,5.818214311,0,4.441985534,3750,24.5,16657.44575,108.8286456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",154,154,2009,3,14,"Caquet<e1> department",18753,"San Vicente del Caguan",0,0,1,3,50719,4.705170682,0,0,0,0,5.254474782,0,5.818214311,0,4.441985534,3200,24.60000038,14214.35371,109.2728458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",155,155,2009,4,16,"Cauca department",19142,"Caloto",0,0,1,1,30181,4.479733625,1.568099976,0,0,0,5.254474782,0,5.818214311,9.123541718,4.441985534,1427,22.79999924,6338.713357,101.2772668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"156",156,156,2009,4,16,"Cauca department",19212,"Corinto",0,0,2,12,25286,4.402880134,1.618499994,0,0,0,5.254474782,0,5.818214311,9.416779828,4.441985534,1920,23.10000038,8528.612225,102.6098675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"157",157,157,2009,4,16,"Cauca department",19418,"Lopez",0,0,1,4,18580,4.26904571,0,0,0,0,5.254474782,0,5.818214311,0,4.441985534,4640,26.60000038,20610.81288,118.1568169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"158",158,158,2009,4,16,"Cauca department",19809,"Timbiqui",0,0,1,1,26100,4.416640507,0,0,0,0,5.254474782,0,5.818214311,0,4.441985534,4560,27,20255.45403,119.9336094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"159",159,159,2009,4,16,"Cauca department",19821,"Toribio",0,0,1,1,35218,4.546764689,2.039200068,0,0,0,5.254474782,0,5.818214311,11.86450302,4.441985534,2084,18.79999924,9257.097853,83.50932465,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"160",160,160,2009,1,22,"Huila department",41206,"Colombia",1,0,0,3,7285,3.862429556,1.352199912,0,0,0,5.254474782,0,5.818214311,7.867388879,4.441985534,930,24.29999924,4131.046546,107.9402451,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",161,161,2009,1,22,"Huila department",41298,"Garzon",0,0,1,5,72382,4.859630579,6.170200348,0,0,0,5.254474782,0,5.818214311,35.89954796,4.441985534,1660,24.5,7373.695986,108.8286456,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",162,162,2009,1,22,"Huila department",41349,"Hobo",0,0,1,1,7286,3.862489167,0.703299999,0,0,0,5.254474782,0,5.818214311,4.09195012,4.441985534,1220,26,5419.222351,115.4916239,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",163,163,2009,3,24,"Meta department",50251,"El Castillo",0,0,1,1,7977,3.901839592,0,0,0,0,5.254474782,0,5.818214311,0,4.441985534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",164,164,2009,3,24,"Meta department",50350,"La Macarena",0,0,2,10,26890,4.429590802,0,0,0,0,5.254474782,0,5.818214311,0,4.441985534,2250,25.29999924,9994.467451,112.3822306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",165,165,2009,3,24,"Meta department",50370,"Uribe",1,0,0,1,9284,3.967735132,0,0,0,0,5.254474782,0,5.818214311,0,4.441985534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",166,166,2009,3,24,"Meta department",50568,"Puerto Gaitan",0,0,1,10,41513,4.618184119,0,0,0,0,5.254474782,0,5.818214311,0,4.441985534,2150,26.29999924,9550.268898,116.8242162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",167,167,2009,3,24,"Meta department",50711,"Vista Hermosa",0,0,1,1,17778,4.249882902,0,0,0,0,5.254474782,0,5.818214311,0,4.441985534,2700,24.79999924,11993.36094,110.1612379,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",168,168,2009,1,25,"Nari<f1>o department",52573,"Puerres",0,0,1,2,8581,3.933537902,0,0,0,0,5.254474782,0,5.818214311,0,4.441985534,1040,12,4619.664955,53.30382641,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",169,169,2009,1,25,"Nari<f1>o department",52621,"Roberto Payan",1,0,0,6,12667,4.102673771,0,0,1,2009,5.254474782,10556.23984,5.818214311,0,4.441985534,4720,26.89999962,20966.17172,119.4894092,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",170,170,2009,1,25,"Nari<f1>o department",52678,"Samaniego",0,0,1,1,29414,4.468554088,1.08009994,0,0,0,5.254474782,0,5.818214311,6.28425293,4.441985534,1740,20.20000076,7729.054829,89.72811117,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
